        vname   code                                                                            short
734   upazila 305440                                                                          Kalkini
735   upazila 305454                                                                  Madaripur Sadar
736   upazila 305480                                                                           Rajoir
737   upazila 305487                                                                        Shib Char
738   upazila 305610                                                                        Daulatpur
739   upazila 305622                                                                            Ghior
740   upazila 305628                                                                       Harirampur
741   upazila 305646                                                                  Manikganj Sadar
742   upazila 305670                                                                          Saturia
743   upazila 305678                                                                        Shibalaya
744   upazila 305682                                                                          Singair
745   upazila 305924                                                                          Gazaria
746   upazila 305944                                                                         Lohajang
747   upazila 305956                                                                 Munshiganj Sadar
748   upazila 305974                                                                      Serajdikhan
749   upazila 305984                                                                        Sreenagar
750   upazila 305994                                                                        Tongibari
751   upazila 306113                                                                          Bhaluka
752   upazila 306116                                                                         Dhobaura
753   upazila 306120                                                                         Fulbaria
754   upazila 306122                                                                       Gaffargaon
755   upazila 306123                                                                         Gauripur
756   upazila 306124                                                                        Haluaghat
757   upazila 306131                                                                       Ishwarganj
758   upazila 306152                                                                 Mymensingh Sadar
759   upazila 306165                                                                      Muktagachha
760   upazila 306172                                                                          Nandail
761   upazila 306181                                                                          Phulpur
762   upazila 306194                                                                          Trishal
763   upazila 306702                                                                        Araihazar
764   upazila 306704                                                                        Sonargaon
765   upazila 306706                                                                           Bandar
766   upazila 306758                                                                Narayanganj Sadar
767   upazila 306768                                                                          Rupganj
768   upazila 306807                                                                           Belabo
769   upazila 306852                                                                        Manohardi
770   upazila 306860                                                                  Narsingdi Sadar
771   upazila 306863                                                                           Palash
772   upazila 306864                                                                          Roypura
773   upazila 306876                                                                          Shibpur
774   upazila 307204                                                                           Atpara
775   upazila 307209                                                                         Barhatta
776   upazila 307218                                                                         Durgapur
777   upazila 307238                                                                       Khaliajuri
778   upazila 307240                                                                       Kalmakanda
779   upazila 307247                                                                     Kendua Thana
780   upazila 307256                                                                            Madan
781   upazila 307263                                                                        Mohanganj
782   upazila 307274                                                                  Netrokona Sadar
783   upazila 307283                                                                       Purbadhala
784   upazila 308207                                                                       Baliakandi
785   upazila 308229                                                                     Goalandaghat
786   upazila 308247                                                                        Kalukhali
787   upazila 308273                                                                          Pangsha
788   upazila 308276                                                                    Rajbari Sadar
789   upazila 308614                                                                       Bhedarganj
790   upazila 308625                                                                          Damudya
791   upazila 308636                                                                        Gosairhat
792   upazila 308665                                                                            Naria
793   upazila 308669                                                                   Palong (Sadar)
794   upazila 308694                                                                          Zanjira
795   upazila 308937                                                                       Jhenaigati
796   upazila 308967                                                                            Nakla
797   upazila 308970                                                                       Nalitabari
798   upazila 308988                                                                    Sherpur Sadar
799   upazila 308990                                                                        Sreebardi
800   upazila 309309                                                                           Basail
801   upazila 309319                                                                          Bhuapur
802   upazila 309323                                                                          Delduar
803   upazila 309325                                                                         Dhanbari
804   upazila 309328                                                                          Ghatail
805   upazila 309338                                                                         Gopalpur
806   upazila 309347                                                                         Kalihati
807   upazila 309357                                                                         Madhupur
808   upazila 309366                                                                         Mirzapur
809   upazila 309376                                                                         Nagarpur
810   upazila 309385                                                                         Sakhipur
811   upazila 309395                                                                    Tangail Sadar
812   upazila 400108                                                                   Bagerhat Sadar
813   upazila 400114                                                                       Chitalmari
814   upazila 400134                                                                         Fakirhat
815   upazila 400138                                                                           Kachua
816   upazila 400156                                                                         Mollahat
817   upazila 400158                                                                           Mongla
818   upazila 400160                                                                       Morrelganj
819   upazila 400173                                                                           Rampal
820   upazila 400177                                                                       Sarankhola
821   upazila 401807                                                                        Alamdanga
822   upazila 401823                                                                  Chuadanga Sadar
823   upazila 401831                                                                        Damurhuda
824   upazila 401855                                                                      Jiban Nagar
825   upazila 404104                                                                       Abhaynagar
826   upazila 404109                                                                      Bagher Para
827   upazila 404111                                                                       Chaugachha
828   upazila 404123                                                                     Jhikargachha
829   upazila 404138                                                                        Keshabpur
830   upazila 404147                                                                          Kotwali
831   upazila 404161                                                                       Manirampur
832   upazila 404190                                                                          Sharsha
833   upazila 404414                                                                      Harinakunda
834   upazila 404419                                                                 Jhenaidaha Sadar
835   upazila 404433                                                                         Kaliganj
836   upazila 404442                                                                      Kotchandpur
837   upazila 404471                                                                        Maheshpur
838   upazila 404480                                                                        Shailkupa
839   upazila 404712                                                                       Batiaghata
840   upazila 404717                                                                           Dacope
841   upazila 404721                                                                  Daulatpur Thana
842   upazila 404730                                                                          Dumuria
843   upazila 404740                                                                         Dighalia
844   upazila 404745                                                                 Khalishpur Thana
845   upazila 404748                                                             Khan Jahan Ali Thana
846   upazila 404751                                                               Khulna Sadar Thana
847   upazila 404753                                                                            Koyra
848   upazila 404764                                                                       Paikgachha
849   upazila 404769                                                                         Phultala
850   upazila 404775                                                                            Rupsa
851   upazila 404785                                                                  Sonadanga Thana
852   upazila 404794                                                                        Terokhada
853   upazila 405015                                                                        Bheramara
854   upazila 405039                                                                        Daulatpur
855   upazila 405063                                                                           Khoksa
856   upazila 405071                                                                       Kumarkhali
857   upazila 405079                                                                    Kushtia Sadar
858   upazila 405094                                                                           Mirpur
859   upazila 405557                                                                     Magura Sadar
860   upazila 405566                                                                      Mohammadpur
861   upazila 405585                                                                         Shalikha
862   upazila 405595                                                                          Sreepur
863   upazila 405747                                                                           Gangni
864   upazila 405760                                                                      Mujib Nagar
865   upazila 405787                                                                   Meherpur Sadar
866   upazila 406528                                                                            Kalia
867   upazila 406552                                                                         Lohagara
868   upazila 406576                                                                     Narail Sadar
869   upazila 408704                                                                         Assasuni
870   upazila 408725                                                                          Debhata
871   upazila 408743                                                                          Kalaroa
872   upazila 408747                                                                         Kaliganj
873   upazila 408782                                                                   Satkhira Sadar
874   upazila 408786                                                                       Shyamnagar
875   upazila 408790                                                                             Tala
876   upazila 501006                                                                        Adamdighi
877   upazila 501020                                                                      Bogra Sadar
878   upazila 501027                                                                           Dhunat
879   upazila 501033                                                                     Dhupchanchia
880   upazila 501040                                                                          Gabtali
881   upazila 501054                                                                          Kahaloo
882   upazila 501067                                                                        Nandigram
883   upazila 501081                                                                       Sariakandi
884   upazila 501085                                                                      Shajahanpur
885   upazila 501088                                                                          Sherpur
886   upazila 501094                                                                         Shibganj
887   upazila 501095                                                                         Sonatola
888   upazila 503813                                                                         Akkelpur
889   upazila 503847                                                                  Joypurhat Sadar
890   upazila 503858                                                                            Kalai
891   upazila 503861                                                                          Khetlal
892   upazila 503874                                                                        Panchbibi
893   upazila 506403                                                                            Atrai
894   upazila 506406                                                                      Badalgachhi
895   upazila 506428                                                                       Dhamoirhat
896   upazila 506447                                                                            Manda
897   upazila 506450                                                                       Mahadebpur
898   upazila 506460                                                                    Naogaon Sadar
899   upazila 506469                                                                        Niamatpur
900   upazila 506475                                                                        Patnitala
901   upazila 506479                                                                           Porsha
902   upazila 506485                                                                        Raninagar
903   upazila 506486                                                                          Sapahar
904   upazila 506909                                                                      Bagati Para
905   upazila 506915                                                                        Baraigram
906   upazila 506941                                                                       Gurudaspur
907   upazila 506944                                                                           Lalpur
908   upazila 506963                                                                     Natore Sadar
909   upazila 506991                                                                           Singra
910   upazila 507018                                                                         Bholahat
911   upazila 507037                                                                       Gomastapur
912   upazila 507056                                                                          Nachole
913   upazila 507066                                                                  Nababganj Sadar
914   upazila 507088                                                                         Shibganj
915   upazila 507605                                                                         Atgharia
916   upazila 507616                                                                             Bera
917   upazila 507619                                                                         Bhangura
918   upazila 507622                                                                        Chatmohar
919   upazila 507633                                                                         Faridpur
920   upazila 507639                                                                         Ishwardi
921   upazila 507655                                                                      Pabna Sadar
922   upazila 507672                                                                          Santhia
923   upazila 507683                                                                        Sujanagar
924   upazila 508110                                                                            Bagha
925   upazila 508112                                                                         Baghmara
926   upazila 508122                                                                     Boalia Thana
927   upazila 508125                                                                         Charghat
928   upazila 508131                                                                         Durgapur
929   upazila 508134                                                                         Godagari
930   upazila 508140                                                                    Matihar Thana
931   upazila 508153                                                                         Mohanpur
932   upazila 508172                                                                             Paba
933   upazila 508182                                                                           Puthia
934   upazila 508185                                                                    Rajpara Thana
935   upazila 508190                                                               Shah Makhdum Thana
936   upazila 508194                                                                           Tanore
937   upazila 508811                                                                         Belkuchi
938   upazila 508827                                                                         Chauhali
939   upazila 508844                                                                      Kamarkhanda
940   upazila 508850                                                                          Kazipur
941   upazila 508861                                                                          Royganj
942   upazila 508867                                                                       Shahjadpur
943   upazila 508878                                                                  Sirajganj Sadar
944   upazila 508889                                                                           Tarash
945   upazila 508894                                                                       Ullah Para
946   upazila 552710                                                                         Birampur
947   upazila 552712                                                                          Birganj
948   upazila 552717                                                                            Biral
949   upazila 552721                                                                        Bochaganj
950   upazila 552730                                                                     Chirirbandar
951   upazila 552738                                                                          Fulbari
952   upazila 552743                                                                        Ghoraghat
953   upazila 552747                                                                         Hakimpur
954   upazila 552756                                                                         Kaharole
955   upazila 552760                                                                         Khansama
956   upazila 552764                                                                   Dinajpur Sadar
957   upazila 552769                                                                        Nawabganj
958   upazila 552777                                                                       Parbatipur
959   upazila 553221                                                                        Fulchhari
960   upazila 553224                                                                  Gaibandha Sadar
961   upazila 553230                                                                      Gobindaganj
962   upazila 553267                                                                       Palashbari
963   upazila 553282                                                                       Sadullapur
964   upazila 553288                                                                         Saghatta
965   upazila 553291                                                                       Sundarganj
966   upazila 554906                                                                     Bhurungamari
967   upazila 554908                                                                    Char Rajibpur
968   upazila 554909                                                                         Chilmari
969   upazila 554918                                                                         Phulbari
970   upazila 554952                                                                   Kurigram Sadar
971   upazila 554961                                                                       Nageshwari
972   upazila 554977                                                                         Rajarhat
973   upazila 554979                                                                          Raumari
974   upazila 554994                                                                           Ulipur
975   upazila 555202                                                                         Aditmari
976   upazila 555233                                                                       Hatibandha
977   upazila 555239                                                                         Kaliganj
978   upazila 555255                                                                Lalmonirhat Sadar
979   upazila 555270                                                                          Patgram
980   upazila 557312                                                                            Dimla
981   upazila 557315                                                                            Domar
982   upazila 557336                                                                         Jaldhaka
983   upazila 557345                                                                      Kishoreganj
984   upazila 557364                                                                 Nilphamari Sadar
985   upazila 557385                                                                          Saidpur
986   upazila 557704                                                                           Atwari
987   upazila 557725                                                                             Boda
988   upazila 557734                                                                         Debiganj
989   upazila 557773                                                                 Panchagarh Sadar
990   upazila 557790                                                                         Tentulia
991   upazila 558503                                                                        Badarganj
992   upazila 558527                                                                       Gangachara
993   upazila 558542                                                                           Kaunia
994   upazila 558549                                                                    Rangpur Sadar
995   upazila 558558                                                                      Mitha Pukur
996   upazila 558573                                                                        Pirgachha
997   upazila 558576                                                                          Pirganj
998   upazila 558592                                                                         Taraganj
999   upazila 559408                                                                       Baliadangi
1000  upazila 559451                                                                          Haripur
1001  upazila 559482                                                                          Pirganj
1002  upazila 559486                                                                      Ranisankail
1003  upazila 559494                                                                 Thakurgaon Sadar
1004  upazila 603602                                                                       Ajmiriganj
1005  upazila 603605                                                                          Bahubal
1006  upazila 603611                                                                       Baniachong
1007  upazila 603626                                                                      Chunarughat
1008  upazila 603644                                                                   Habiganj Sadar
1009  upazila 603668                                                                           Lakhai
1010  upazila 603671                                                                        Madhabpur
1011  upazila 603677                                                                         Nabiganj
1012  upazila 605814                                                                         Barlekha
1013  upazila 605835                                                                             Juri
1014  upazila 605856                                                                        Kamalganj
1015  upazila 605865                                                                          Kulaura
1016  upazila 605874                                                               Maulvi Bazar Sadar
1017  upazila 605880                                                                         Rajnagar
1018  upazila 605883                                                                       Sreemangal
1019  upazila 609018                                                                    Bishwambarpur
1020  upazila 609023                                                                          Chhatak
1021  upazila 609027                                                                 Dakhin Sunamganj
1022  upazila 609029                                                                            Derai
1023  upazila 609032                                                                      Dharampasha
1024  upazila 609033                                                                      Dowarabazar
1025  upazila 609047                                                                     Jagannathpur
1026  upazila 609050                                                                        Jamalganj
1027  upazila 609086                                                                            Sulla
1028  upazila 609089                                                                  Sunamganj Sadar
1029  upazila 609092                                                                         Tahirpur
1030  upazila 609108                                                                         Balaganj
1031  upazila 609117                                                                      Beani Bazar
1032  upazila 609120                                                                       Bishwanath
1033  upazila 609127                                                                      Companiganj
1034  upazila 609131                                                                     Dakhin Surma
1035  upazila 609135                                                                       Fenchuganj
1036  upazila 609138                                                                        Golabganj
1037  upazila 609141                                                                       Gowainghat
1038  upazila 609153                                                                       Jaintiapur
1039  upazila 609159                                                                        Kanaighat
1040  upazila 609162                                                                     Sylhet Sadar
1041  upazila 609194                                                                         Zakiganj
1042    urban      1                                                                            Rural
1043    urban      2                                                                       Pourashava
1044    urban      3                                                              Upazila headquarter
1045    urban      5                                                                 Cantonment board
1046    urban      9                                                                 City corporation
1047 floatpop      1                                                                              Yes
1048 floatpop      2                                                                               No
1049   hhtype      1                                                                          General
1050   hhtype      2                                                                    Institutional
1051   hhtype      3                                                                           Others
1052   hhtype      9                                                            NIU (not in universe)
1053  houstyp      1                                                                            Pucka
1054  houstyp      2                                                                       Semi-pucka
1055  houstyp      3                                                                           Kutcha
1056  houstyp      4                                                                           Jhupri
1057  houstyp      9                                                            NIU (not in universe)
1058  tenancy      1                                                                              Own
1059  tenancy      2                                                                           Rented
1060  tenancy      3                                                                        Rent-free
1061  tenancy      9                                                            NIU (not in universe)
1062   watsrc      1                                                                              Tap
1063   watsrc      2                                                                        Tube-well
1064   watsrc      3                                                                            Other
1065   watsrc      9                                                            NIU (not in universe)
1066   toilet      1                                                       Sanitary (with water seal)
1067   toilet      2                                                         Sanitary (no water seal)
1068   toilet      3                                                                     Non-sanitary
1069   toilet      4                                                                             None
1070   toilet      9                                                            NIU (not in universe)
1071  electrc      1                                                                              Yes
1072  electrc      2                                                                               No
1073  electrc      9                                                            NIU (not in universe)
1074 ethpophh      1                                                                              Yes
1075 ethpophh      2                                                                               No
1076 ethpophh      9                                                            NIU (not in universe)
1077   ethnhh     01                                                                           Chakma
1078   ethnhh     02                                                                            Marma
1079   ethnhh     03                                                                          Tripura
1080   ethnhh     04                                                                              Mro
1081   ethnhh     05                                                                       Tanchaynga
1082   ethnhh     06                                                                             Bawm
1083   ethnhh     08                                                                             Chak
1084   ethnhh     09                                                                          Khiyang
1085   ethnhh     10                                                                            Khumi
1086   ethnhh     12                                                                            Coach
1087   ethnhh     13                                                                          Sawntal
1088   ethnhh     16                                                                          Rakhain
1089   ethnhh     17                                                                         Monipuri
1090   ethnhh     18                                                                             Garo
1091   ethnhh     19                                                                           Hajong
1092   ethnhh     20                                                                           Khasia
1093   ethnhh     22                                                                             Orao
1094   ethnhh     23                                                                           Barmon
1095   ethnhh     24                                                                           Pahari
1096   ethnhh     25                                                                        Malpahari
1097   ethnhh     26                                                                            Monda
1098   ethnhh     27                                                                             Cool
1099   ethnhh     28                                                                            Other
1100   ethnhh     99                                                            NIU (not in universe)
1101   pernum     00                                                                 Household record
1102   pernum     01                                                                                1
1103   pernum     02                                                                                2
1104   pernum     03                                                                                3
1105   pernum     04                                                                                4
1106   pernum     05                                                                                5
1107   pernum     06                                                                                6
1108   pernum     07                                                                                7
1109   pernum     08                                                                                8
1110   pernum     09                                                                                9
1111   pernum     10                                                                               10
1112   pernum     11                                                                               11
1113   pernum     12                                                                               12
1114   pernum     13                                                                               13
1115   pernum     14                                                                               14
1116   pernum     15                                                                               15
1117   pernum     16                                                                               16
1118   pernum     17                                                                               17
1119   pernum     18                                                                               18
1120   pernum     19                                                                               19
1121   pernum     20                                                                               20
1122   pernum     21                                                                               21
1123   pernum     22                                                                               22
1124   pernum     23                                                                               23
1125   pernum     24                                                                               24
1126   pernum     25                                                                               25
1127   pernum     26                                                                               26
1128   pernum     27                                                                               27
1129   pernum     28                                                                               28
1130   pernum     29                                                                               29
1131   pernum     30                                                                               30
1132   pernum     31                                                                               31
1133   pernum     32                                                                               32
1134   pernum     33                                                                               33
1135   pernum     34                                                                               34
1136   pernum     35                                                                               35
1137   pernum     36                                                                               36
1138   pernum     37                                                                               37
1139   pernum     38                                                                               38
1140   pernum     39                                                                               39
1141   pernum     40                                                                               40
1142      age     00                                                            Less than 1 years old
1143      age     01                                                                                1
1144      age     02                                                                                2
1145      age     03                                                                                3
1146      age     04                                                                                4
1147      age     05                                                                                5
1148      age     06                                                                                6
1149      age     07                                                                                7
1150      age     08                                                                                8
1151      age     09                                                                                9
1152      age     10                                                                               10
1153      age     11                                                                               11
1154      age     12                                                                               12
1155      age     13                                                                               13
1156      age     14                                                                               14
1157      age     15                                                                               15
1158      age     16                                                                               16
1159      age     17                                                                               17
1160      age     18                                                                               18
1161      age     19                                                                               19
1162      age     20                                                                               20
1163      age     21                                                                               21
1164      age     22                                                                               22
1165      age     23                                                                               23
1166      age     24                                                                               24
1167      age     25                                                                               25
1168      age     26                                                                               26
1169      age     27                                                                               27
1170      age     28                                                                               28
1171      age     29                                                                               29
1172      age     30                                                                               30
1173      age     31                                                                               31
1174      age     32                                                                               32
1175      age     33                                                                               33
1176      age     34                                                                               34
1177      age     35                                                                               35
1178      age     36                                                                               36
1179      age     37                                                                               37
1180      age     38                                                                               38
1181      age     39                                                                               39
1182      age     40                                                                               40
1183      age     41                                                                               41
1184      age     42                                                                               42
1185      age     43                                                                               43
1186      age     44                                                                               44
1187      age     45                                                                               45
1188      age     46                                                                               46
1189      age     47                                                                               47
1190      age     48                                                                               48
1191      age     49                                                                               49
1192      age     50                                                                               50
1193      age     51                                                                               51
1194      age     52                                                                               52
1195      age     53                                                                               53
1196      age     54                                                                               54
1197      age     55                                                                               55
1198      age     56                                                                               56
1199      age     57                                                                               57
1200      age     58                                                                               58
1201      age     59                                                                               59
1202      age     60                                                                               60
1203      age     61                                                                               61
1204      age     62                                                                               62
1205      age     63                                                                               63
1206      age     64                                                                               64
1207      age     65                                                                               65
1208      age     66                                                                               66
1209      age     67                                                                               67
1210      age     68                                                                               68
1211      age     69                                                                               69
1212      age     70                                                                               70
1213      age     71                                                                               71
1214      age     72                                                                               72
1215      age     73                                                                               73
1216      age     74                                                                               74
1217      age     75                                                                               75
1218      age     76                                                                               76
1219      age     77                                                                               77
1220      age     78                                                                               78
1221      age     79                                                                               79
1222      age     80                                                                               80
1223      age     81                                                                               81
1224      age     82                                                                               82
1225      age     83                                                                               83
1226      age     84                                                                               84
1227      age     85                                                                               85
1228      age     86                                                                               86
1229      age     87                                                                               87
1230      age     88                                                                               88
1231      age     89                                                                               89
1232      age     90                                                                               90
1233      age     91                                                                               91
1234      age     92                                                                               92
1235      age     93                                                                               93
1236      age     94                                                                               94
1237      age     95                                                                               95
1238      age     96                                                                               96
1239      age     97                                                                               97
1240      age     98                                                                               98
1241      age     99                                                                              99+
1242   relate      1                                                                             Head
1243   relate      2                                                                           Spouse
1244   relate      3                                                                            Child
1245   relate      4                                                                   Other relative
1246   relate      5                                                                     Non-relative
1247   relate      8                                                                          Unknown
1248      sex      1                                                                             Male
1249      sex      2                                                                           Female
1250    marst      1                                                                        Unmarried
1251    marst      2                                                                          Married
1252    marst      3                                                                          Widowed
1253    marst      4                                                            Divorced or separated
1254 religion      1                                                                           Muslim
1255 religion      2                                                                            Hindu
1256 religion      3                                                                        Christian
1257 religion      4                                                                         Buddhist
1258 religion      5                                                                            Other
1259    disab      0                                                                    No disability
1260    disab      1                                                                           Speech
1261    disab      2                                                                           Vision
1262    disab      3                                                                          Hearing
1263    disab      4                                                                         Physical
1264    disab      5                                                                           Mental
1265    disab      6                                                                         Autistic
1266   school      1                                                                              Yes
1267   school      2                                                                               No
1268  edattan     00                                                                  No class passed
1269  edattan     01                                                                          Class 1
1270  edattan     02                                                                          Class 2
1271  edattan     03                                                                          Class 3
1272  edattan     04                                                                          Class 4
1273  edattan     05                                                                          Class 5
1274  edattan     06                                                                          Class 6
1275  edattan     07                                                                          Class 7
1276  edattan     08                                                                          Class 8
1277  edattan     09                                                                          Class 9
1278  edattan     10                                         Class SSC (secondary school certificate)
1279  edattan     12                                         Class HSC (higher secondary certificate)
1280  edattan     15                                                             Graduation (general)
1281  edattan     16                                                              Graduation (honors)
1282  edattan     18                                                               Masters and higher
1283  edattan     99                                                            NIU (not in universe)
1284  edfield      1                                                                          General
1285  edfield      2                                                             Vocational/technical
1286  edfield      3                                                                        Religious
1287  edfield      4                                                                   Not applicable
1288  edfield      8                                                                          Unknown
1289  edfield      9                                                            NIU (not in universe)
1290      lit      1                                                                              Yes
1291      lit      2                                                                               No
1292      lit      8                                                                          Unknown
1293      lit      9                                                            NIU (not in universe)
1294  empstat      1                                                                         Employed
1295  empstat      2                                                                  Looking for job
1296  empstat      3                                                                   Household work
1297  empstat      4                                                                      Do not work
1298  empstat      8                                                                          Unknown
1299  empstat      9                                                            NIU (not in universe)
1300      ind      1                                                                      Agriculture
1301      ind      2                                                                         Industry
1302      ind      3                                                                         Services
1303      ind      8                                                                          Unknown
1304      ind      9                                                            NIU (not in universe)
